CLASS,TEXT,ID
0,because in the first picture the suns far away from earth so its going to be cold. in the second picture the sun is closer so its going to be warmer because the rays are closer.,329
0,I think this because in the first picture the sun is almost directly on and on the second picture because it is spread out for summer,330
0,"I selected this answer because sun one is looking straight to the earth's surface so that would explain winter, sun two is looking not straight and that would cause the earth's surface to be two spring.",331
0,"I didn't know, I just guessed, but I did narrow it down to two because I knew 2 option go in the right order of the season.",332
0,i picked this because its the one that made the most sence,333
0,I think it is #1 because in the winter the snow doesn't melt as fast and it really only melts in one spot at a time and in the summer its warm everywhere.,334
0,I choose this answer because the sun is shining its rays on the surface which makes it warm so I assumed it was in the warm seasons that's why I picked spring and summer for this question.,335
0,"Because it is above the green surface, signifying spring, and then to the side, signifying Summer.",336
0,because that's all I could think of,337
0,"if you imagine the picture of the 4 seasons while the earth goes around the sun, spring ,summer,autumn,winter in that order is the seasons 1 is spring because it is at the top left of the diagram and summer is on the top right so in that case it is 1-Spring, 2-Summer ",338
0,I selected this answer because it explained the scenario. Spring must come before summer can.,339
0,I figured that in the spring the sun will be not directly above the earth but more in a diagonal position,340
0,I don't really know why I selected this answer. It was really hard and I don't know. I just kind of guessed and thought of what I think the sun looks like in the winter and summer.,341
0,I selected this answer because,342
0,More sun on surface,343
0,"I picked 2-Summer because the sun was beaming over the Earth at an angle, causing the heat radiation waves to be directly flowing towards our bodies from an angle. I wasn't sure about the first image so I guess between 1-Spring and 1-Winter because the second option was 2-Summer.",344
0,I chose this answer because in the first picture the sun looks further-cold / In the second picture it looked closer-warmer / 1=winter  / 2=summer,345
0,I think it is 1 spring 2 summer because the sun is shining on the earth.,346
0,1 is winter because the sun is direct while number 2 is summer because the sun covers a wide range of area,347
0,because winter sun is straight up summer sun is at a angle so the heat becomes more hotter,348
0,"I picked Winter first and Summer second because Winter is cold so sunlight isn't spread out much, but in the Summer it's warm so sunlight is spread out.",349
0,because the first one the sun light are more direct to the earth and the second one is less direct which  means less heat ,350
0,I selected these because I think that winter would deflect more light and spring would consume more sun which intern  would make the sun less perpendicular with the earth,351
0,In the winter the sun beats down directly but does not give the warmth to the earth like in the summer.,352
0,"     the sun, in this picture represents where the sun is in the seasons. as I drew out the picture again, I realized that the sun points different ways when turned at a specific spot. At these points is spring and summer because the sun is fairly close together indicating that the seasons need to be closer together as spring and summer are. the other seasons are to spread apart like winter and spring, winter and summer, or summer and winter are all opposite seasons. there for the sun would be spread out more, at different angles in the sky.",353
0,The green circle represent when when it`s spring out side and the other circle is summer.,354
0,I picked question number three because the second one has more sun rays spread out showing that there is more sun and the first one shows that the sun rays don't cover as much but still cover some.,355
0,yellow is the energy and the energy is bouncing at different angles during the different seasons.,356
0,spring is normal summer is hot,357
0,in winter you can not see your shadow but in summer you can see your shadow.,358
0,"spring has a warm weather ,and during the summer we get closer to the sun so we get it's full blast.",359
0,I guessed  / ,360
0,because it looked right / ,361
0,"I think that the first picture is winter and the second picture is summer because the in picture 1, the sun is further away from the Earth's surface because of the Earth's tilt and rotation. This means that the first picture is in the northern hemisphere and close to the winter solstice. So, picture 2 would be close to the summer solstice in the northern hemisphere because the sun is the closest to earth.",362
0,because the sun in winter it's more higher than the other one and in spring the sun isn't that high up but it also depends if it's morning or in the after noon,363
0,The sun in the summer hits earth directly,364
0, the earth spins and the sun orbits when that is happening the earth is at an angle therefor the sunlight does not shine directly on the earths surface ,365
0,i selected this question because i think spring the sun is a little off and in summer it shines almost sideways.  ,366
0,no sun ment winter,367
0,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,368
0,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,369
0,I guessed ,370
0,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,371
0,in the first one the sun is father away from the earth and the one is closer it the earth ,372
0,there is one winter each year and you get summer twice,373
0,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,374
0,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,375
0,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,376
0,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,377
0,I selected these answers because I felt that these were the best choices,378
0,I guessed,379
0,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,380
0,I selected answer C because in the first one seems to be ,381
0,the first one is sighing down straight.then the second one is slant side ways  ,382
0,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,383
0,I choose that answer because the picture shows that where the sun is and kinda how much pressure the sun putting down.,384
0,the sun is covering less for the first one so I thought winter the second one cover more so I thought summer,385
0,I chose this answer because in winter we don't get as much sunlight unlike summer.,386
0,because the suns rays in diagram 2 are technically closer to the earth providing more warmth and sunlight / ,387
0,I guest.,388
0,because its hot and warm air that is shown on the picture and the only answers on their that are hot and cold our summer and spring / ,389
0,"I selected the answer because in the summer the sun sits directly on you, and the summer is the opposite of the winter, and since the sun cant be on the earth It goes slightly to the side.",390
0,this is the correct answer because the seasons go in order so if it starts out as one then it goes to the next but in this case the first one is winter because it does not goes to the left or right it is just straight so it is winter and the second one is summer because it casts a shadow ,391
0,2 summer because the sun represents a lot of heat and when heat becomes down to a surface of something it becomes hot and the more we have sunlight and hot days the more we have 2 summers. /  / 1 winter 1 winter because when we have something  cold shining on a surface it gets super cold and while we have that it freezes so while we have more summer and stuff we have less winter days.,392
0,Because the sun in spring is higher in the sky because it is not as hot as summer,393
0,the sun isn't providing direct sunlight the whole time so when it isn't it is cold enough for snowy weather which is winter.,394
0,the first sun is pointing to the ground so more direct but more area to cover the second sun is pointing wider than the first so less area to cover / ,395
0,its the only one that works with the pattern of the suns,396
0,because summer is when u get the most sunlight and in the winter you will have sunlight but not a lot  ,397
0,I choose this answer because  the sun looked farther away the other pic looked closer.,398
0,because in the first picture the suns far away from earth so its going to be cold. in the second picture the sun is closer so its going to be warmer because the rays are closer.,399
0,I think this because in the first picture the sun is almost directly on and on the second picture because it is spread out for summer,400
0,"I selected this answer because sun one is looking straight to the earth's surface so that would explain winter, sun two is looking not straight and that would cause the earth's surface to be two spring.",401
0,"I didn't know, I just guessed, but I did narrow it down to two because I knew 2 option go in the right order of the season.",402
0,i picked this because its the one that made the most sence,403
0,I think it is #1 because in the winter the snow doesn't melt as fast and it really only melts in one spot at a time and in the summer its warm everywhere.,404
0,I choose this answer because the sun is shining its rays on the surface which makes it warm so I assumed it was in the warm seasons that's why I picked spring and summer for this question.,405
0,"Because it is above the green surface, signifying spring, and then to the side, signifying Summer.",406
0,because that's all I could think of,407
0,"if you imagine the picture of the 4 seasons while the earth goes around the sun, spring ,summer,autumn,winter in that order is the seasons 1 is spring because it is at the top left of the diagram and summer is on the top right so in that case it is 1-Spring, 2-Summer ",408
0,I selected this answer because it explained the scenario. Spring must come before summer can.,409
0,I figured that in the spring the sun will be not directly above the earth but more in a diagonal position,410
0,I don't really know why I selected this answer. It was really hard and I don't know. I just kind of guessed and thought of what I think the sun looks like in the winter and summer.,411
0,I selected this answer because,412
0,More sun on surface,413
0,"I picked 2-Summer because the sun was beaming over the Earth at an angle, causing the heat radiation waves to be directly flowing towards our bodies from an angle. I wasn't sure about the first image so I guess between 1-Spring and 1-Winter because the second option was 2-Summer.",414
0,I chose this answer because in the first picture the sun looks further-cold / In the second picture it looked closer-warmer / 1=winter  / 2=summer,415
0,I think it is 1 spring 2 summer because the sun is shining on the earth.,416
0,1 is winter because the sun is direct while number 2 is summer because the sun covers a wide range of area,417
0,because winter sun is straight up summer sun is at a angle so the heat becomes more hotter,418
0,"I picked Winter first and Summer second because Winter is cold so sunlight isn't spread out much, but in the Summer it's warm so sunlight is spread out.",419
0,because the first one the sun light are more direct to the earth and the second one is less direct which  means less heat ,420
0,I selected these because I think that winter would deflect more light and spring would consume more sun which intern  would make the sun less perpendicular with the earth,421
0,In the winter the sun beats down directly but does not give the warmth to the earth like in the summer.,422
0,"     the sun, in this picture represents where the sun is in the seasons. as I drew out the picture again, I realized that the sun points different ways when turned at a specific spot. At these points is spring and summer because the sun is fairly close together indicating that the seasons need to be closer together as spring and summer are. the other seasons are to spread apart like winter and spring, winter and summer, or summer and winter are all opposite seasons. there for the sun would be spread out more, at different angles in the sky.",423
0,The green circle represent when when it`s spring out side and the other circle is summer.,424
0,I picked question number three because the second one has more sun rays spread out showing that there is more sun and the first one shows that the sun rays don't cover as much but still cover some.,425
0,yellow is the energy and the energy is bouncing at different angles during the different seasons.,426
0,spring is normal summer is hot,427
0,in winter you can not see your shadow but in summer you can see your shadow.,428
0,"spring has a warm weather ,and during the summer we get closer to the sun so we get it's full blast.",429
0,I guessed  / ,430
0,because it looked right / ,431
0,"I think that the first picture is winter and the second picture is summer because the in picture 1, the sun is further away from the Earth's surface because of the Earth's tilt and rotation. This means that the first picture is in the northern hemisphere and close to the winter solstice. So, picture 2 would be close to the summer solstice in the northern hemisphere because the sun is the closest to earth.",432
0,because the sun in winter it's more higher than the other one and in spring the sun isn't that high up but it also depends if it's morning or in the after noon,433
0,The sun in the summer hits earth directly,434
0, the earth spins and the sun orbits when that is happening the earth is at an angle therefor the sunlight does not shine directly on the earths surface ,435
0,i selected this question because i think spring the sun is a little off and in summer it shines almost sideways.  ,436
0,no sun ment winter,437
0,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,438
0,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,439
0,I guessed ,440
0,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,441
0,in the first one the sun is father away from the earth and the one is closer it the earth ,442
0,there is one winter each year and you get summer twice,443
0,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,444
0,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,445
0,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,446
0,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,447
0,I selected these answers because I felt that these were the best choices,448
0,I guessed,449
0,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,450
0,I selected answer C because in the first one seems to be ,451
0,the first one is sighing down straight.then the second one is slant side ways  ,452
0,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,453
0,I choose that answer because the picture shows that where the sun is and kinda how much pressure the sun putting down.,454
0,the sun is covering less for the first one so I thought winter the second one cover more so I thought summer,455
0,I chose this answer because in winter we don't get as much sunlight unlike summer.,456
0,because the suns rays in diagram 2 are technically closer to the earth providing more warmth and sunlight / ,457
0,I guest.,458
0,because its hot and warm air that is shown on the picture and the only answers on their that are hot and cold our summer and spring / ,459
0,"I selected the answer because in the summer the sun sits directly on you, and the summer is the opposite of the winter, and since the sun cant be on the earth It goes slightly to the side.",460
0,this is the correct answer because the seasons go in order so if it starts out as one then it goes to the next but in this case the first one is winter because it does not goes to the left or right it is just straight so it is winter and the second one is summer because it casts a shadow ,461
0,2 summer because the sun represents a lot of heat and when heat becomes down to a surface of something it becomes hot and the more we have sunlight and hot days the more we have 2 summers. /  / 1 winter 1 winter because when we have something  cold shining on a surface it gets super cold and while we have that it freezes so while we have more summer and stuff we have less winter days.,462
0,Because the sun in spring is higher in the sky because it is not as hot as summer,463
0,the sun isn't providing direct sunlight the whole time so when it isn't it is cold enough for snowy weather which is winter.,464
0,the first sun is pointing to the ground so more direct but more area to cover the second sun is pointing wider than the first so less area to cover / ,465
0,its the only one that works with the pattern of the suns,466
0,because summer is when u get the most sunlight and in the winter you will have sunlight but not a lot  ,467
0,I choose this answer because  the sun looked farther away the other pic looked closer.,468
0,because in the first picture the suns far away from earth so its going to be cold. in the second picture the sun is closer so its going to be warmer because the rays are closer.,469
0,I think this because in the first picture the sun is almost directly on and on the second picture because it is spread out for summer,470
0,"I selected this answer because sun one is looking straight to the earth's surface so that would explain winter, sun two is looking not straight and that would cause the earth's surface to be two spring.",471
0,"I didn't know, I just guessed, but I did narrow it down to two because I knew 2 option go in the right order of the season.",472
0,i picked this because its the one that made the most sence,473
0,I think it is #1 because in the winter the snow doesn't melt as fast and it really only melts in one spot at a time and in the summer its warm everywhere.,474
0,I choose this answer because the sun is shining its rays on the surface which makes it warm so I assumed it was in the warm seasons that's why I picked spring and summer for this question.,475
0,"Because it is above the green surface, signifying spring, and then to the side, signifying Summer.",476
0,because that's all I could think of,477
0,"if you imagine the picture of the 4 seasons while the earth goes around the sun, spring ,summer,autumn,winter in that order is the seasons 1 is spring because it is at the top left of the diagram and summer is on the top right so in that case it is 1-Spring, 2-Summer ",478
0,I selected this answer because it explained the scenario. Spring must come before summer can.,479
0,I figured that in the spring the sun will be not directly above the earth but more in a diagonal position,480
0,I don't really know why I selected this answer. It was really hard and I don't know. I just kind of guessed and thought of what I think the sun looks like in the winter and summer.,481
0,I selected this answer because,482
0,More sun on surface,483
0,"I picked 2-Summer because the sun was beaming over the Earth at an angle, causing the heat radiation waves to be directly flowing towards our bodies from an angle. I wasn't sure about the first image so I guess between 1-Spring and 1-Winter because the second option was 2-Summer.",484
0,I chose this answer because in the first picture the sun looks further-cold / In the second picture it looked closer-warmer / 1=winter  / 2=summer,485
0,I think it is 1 spring 2 summer because the sun is shining on the earth.,486
0,1 is winter because the sun is direct while number 2 is summer because the sun covers a wide range of area,487
0,because winter sun is straight up summer sun is at a angle so the heat becomes more hotter,488
0,"I picked Winter first and Summer second because Winter is cold so sunlight isn't spread out much, but in the Summer it's warm so sunlight is spread out.",489
0,because the first one the sun light are more direct to the earth and the second one is less direct which  means less heat ,490
0,I selected these because I think that winter would deflect more light and spring would consume more sun which intern  would make the sun less perpendicular with the earth,491
0,In the winter the sun beats down directly but does not give the warmth to the earth like in the summer.,492
0,"     the sun, in this picture represents where the sun is in the seasons. as I drew out the picture again, I realized that the sun points different ways when turned at a specific spot. At these points is spring and summer because the sun is fairly close together indicating that the seasons need to be closer together as spring and summer are. the other seasons are to spread apart like winter and spring, winter and summer, or summer and winter are all opposite seasons. there for the sun would be spread out more, at different angles in the sky.",493
0,The green circle represent when when it`s spring out side and the other circle is summer.,494
0,I picked question number three because the second one has more sun rays spread out showing that there is more sun and the first one shows that the sun rays don't cover as much but still cover some.,495
0,yellow is the energy and the energy is bouncing at different angles during the different seasons.,496
0,spring is normal summer is hot,497
0,in winter you can not see your shadow but in summer you can see your shadow.,498
0,"spring has a warm weather ,and during the summer we get closer to the sun so we get it's full blast.",499
0,I guessed  / ,500
0,because it looked right / ,501
0,"I think that the first picture is winter and the second picture is summer because the in picture 1, the sun is further away from the Earth's surface because of the Earth's tilt and rotation. This means that the first picture is in the northern hemisphere and close to the winter solstice. So, picture 2 would be close to the summer solstice in the northern hemisphere because the sun is the closest to earth.",502
0,because the sun in winter it's more higher than the other one and in spring the sun isn't that high up but it also depends if it's morning or in the after noon,503
0,The sun in the summer hits earth directly,504
0, the earth spins and the sun orbits when that is happening the earth is at an angle therefor the sunlight does not shine directly on the earths surface ,505
0,i selected this question because i think spring the sun is a little off and in summer it shines almost sideways.  ,506
0,no sun ment winter,507
0,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,508
0,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,509
0,I guessed ,510
0,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,511
0,in the first one the sun is father away from the earth and the one is closer it the earth ,512
0,there is one winter each year and you get summer twice,513
0,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,514
0,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,515
0,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,516
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,517
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,518
1,I guessed ,519
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,520
1,in the first one the sun is father away from the earth and the one is closer it the earth ,521
1,there is one winter each year and you get summer twice,522
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,523
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,524
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,525
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,526
1,I selected these answers because I felt that these were the best choices,527
1,I guessed,528
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,529
1,I selected answer C because in the first one seems to be ,530
1,the first one is sighing down straight.then the second one is slant side ways  ,531
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,532
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,533
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,534
1,I guessed ,535
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,536
1,in the first one the sun is father away from the earth and the one is closer it the earth ,537
1,there is one winter each year and you get summer twice,538
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,539
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,540
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,541
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,542
1,I selected these answers because I felt that these were the best choices,543
1,I guessed,544
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,545
1,I selected answer C because in the first one seems to be ,546
1,the first one is sighing down straight.then the second one is slant side ways  ,547
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,548
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,549
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,550
1,I guessed ,551
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,552
1,in the first one the sun is father away from the earth and the one is closer it the earth ,553
1,there is one winter each year and you get summer twice,554
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,555
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,556
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,557
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,558
1,I selected these answers because I felt that these were the best choices,559
1,I guessed,560
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,561
1,I selected answer C because in the first one seems to be ,562
1,the first one is sighing down straight.then the second one is slant side ways  ,563
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,564
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,565
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,566
1,I guessed ,567
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,568
1,in the first one the sun is father away from the earth and the one is closer it the earth ,569
1,there is one winter each year and you get summer twice,570
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,571
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,572
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,573
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,574
1,I selected these answers because I felt that these were the best choices,575
1,I guessed,576
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,577
1,I selected answer C because in the first one seems to be ,578
1,the first one is sighing down straight.then the second one is slant side ways  ,579
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,580
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,581
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,582
1,I guessed ,583
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,584
1,in the first one the sun is father away from the earth and the one is closer it the earth ,585
1,there is one winter each year and you get summer twice,586
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,587
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,588
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,589
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,590
1,I selected these answers because I felt that these were the best choices,591
1,I guessed,592
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,593
1,I selected answer C because in the first one seems to be ,594
1,the first one is sighing down straight.then the second one is slant side ways  ,595
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,596
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,597
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,598
1,I guessed ,599
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,600
1,in the first one the sun is father away from the earth and the one is closer it the earth ,601
1,there is one winter each year and you get summer twice,602
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,603
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,604
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,605
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,606
1,I selected these answers because I felt that these were the best choices,607
1,I guessed,608
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,609
1,I selected answer C because in the first one seems to be ,610
1,the first one is sighing down straight.then the second one is slant side ways  ,611
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,612
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,613
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,614
1,I guessed ,615
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,616
1,in the first one the sun is father away from the earth and the one is closer it the earth ,617
1,there is one winter each year and you get summer twice,618
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,619
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,620
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,621
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,622
1,I selected these answers because I felt that these were the best choices,623
1,I guessed,624
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,625
1,I selected answer C because in the first one seems to be ,626
1,the first one is sighing down straight.then the second one is slant side ways  ,627
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,628
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,629
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,630
1,I guessed ,631
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,632
1,in the first one the sun is father away from the earth and the one is closer it the earth ,633
1,there is one winter each year and you get summer twice,634
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,635
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,636
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,637
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,638
1,I selected these answers because I felt that these were the best choices,639
1,I guessed,640
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,641
1,I selected answer C because in the first one seems to be ,642
1,the first one is sighing down straight.then the second one is slant side ways  ,643
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,644
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,645
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,646
1,I guessed ,647
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,648
1,in the first one the sun is father away from the earth and the one is closer it the earth ,649
1,there is one winter each year and you get summer twice,650
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,651
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,652
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,653
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,654
1,I selected these answers because I felt that these were the best choices,655
1,I guessed,656
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,657
1,I selected answer C because in the first one seems to be ,658
1,the first one is sighing down straight.then the second one is slant side ways  ,659
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,660
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,661
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,662
1,I guessed ,663
1,how the sun is placed because if theres a lot of sun it must be summer and if theres hardly no sun it must be winter / ,664
1,in the first one the sun is father away from the earth and the one is closer it the earth ,665
1,there is one winter each year and you get summer twice,666
1,I believe that the 1st picture is winter & the 2nd one is summer because during the summer months I feel as if the sun is at a further distance than in the winter months. Therefore I chose number 2 for summer because the sun is at a slant.,667
1,Number one is pointing directly on the earths surface and number two is pointing at an angle and I think when the sun is pointing directly down the sun isn't as hot.,668
1,I picked the fourth question because in example number one is more together but it douses not cover the entire ground but while number two is more sped out.    ,669
1,I thin the answer is Spring then Summer because the farther away the sun is from earth the colder it is. The closer the sun is to earth the warmer earth will be.,670
1,I selected these answers because I felt that these were the best choices,671
1,I guessed,672
1,Because if the sun was directly facing the ground I would melt the snow a lot quicker.,673
1,I selected answer C because in the first one seems to be ,674
1,the first one is sighing down straight.then the second one is slant side ways  ,675
1,I chose this answer because one is going up more than the other so i piked 1 spring and two summer. ,676
1,I selected this answer because I think that in winter the sun is straight above your head and in summer the sun is at an angle.,677
1,I chose these answers because I know that when it's summer the sun shines on Earth at an angle and when it's winter the sun shines directly an the Earth. ,678
